"","peel","SSB","F","index","year"
"42",2,28920.0264587984,0.366318104113613,1,1980
"43",2,26403.4511311021,0.258070380587826,2,1981
"44",2,20974.3282719749,0.450324327455683,3,1982
"45",2,17538.7241612987,0.546070573472797,4,1983
"46",2,11704.8975104756,0.701966784710137,5,1984
"47",2,8844.96801218063,0.814949487257172,6,1985
"48",2,6208.45104386166,0.447436156993396,7,1986
"49",2,5425.80702375409,0.532028146224655,8,1987
"50",2,4629.93453560072,0.519344566930822,9,1988
"51",2,4143.79370154973,0.367461122861472,10,1989
"52",2,4863.91539476802,0.424066220608666,11,1990
"53",2,5639.41866893903,0.401800718684773,12,1991
"54",2,7063.26597537311,0.458238961114445,13,1992
"55",2,7385.7649777807,0.501983873455648,14,1993
"56",2,6939.83710767024,0.592611176100506,15,1994
"57",2,7935.23067143974,0.4039602200259,16,1995
"58",2,8324.29799712607,0.296650286209046,17,1996
"59",2,7898.75761811753,0.359572530053587,18,1997
"60",2,8234.29316703374,0.300341980531829,19,1998
"61",2,9129.30307070439,0.236086032506453,20,1999
"62",2,12413.6153492656,0.196817121351216,21,2000
"63",2,12719.6385002945,0.239794974892111,22,2001
"64",2,9933.92449949287,0.280325417822884,23,2002
"65",2,7036.20900341012,0.258534991700454,24,2003
"66",2,6174.31967011705,0.246908876213703,25,2004
"67",2,5693.83854988895,0.162063333236674,26,2005
"68",2,6236.95952001396,0.166443179463562,27,2006
"69",2,7608.24839240327,0.107421507709889,28,2007
"70",2,10086.7536474465,0.132514375014775,29,2008
"71",2,12109.2418927528,0.125293929700516,30,2009
"72",2,13554.0317237595,0.120269289342616,31,2010
"73",2,15028.6417874278,0.0604493968180315,32,2011
"74",2,13694.8937354271,0.0626489662911193,33,2012
"75",2,12401.4678747233,0.0585982628838242,34,2013
"76",2,15681.4576548752,0.0448299610419097,35,2014
"77",2,18039.6424212397,0.043429704548346,36,2015
"78",2,22423.9487115912,0.0317816997002958,37,2016
"79",2,24194.4964633305,0.030029518780738,38,2017
"80",2,22928.1893746857,0.0269361720115866,39,2018
"81",2,16979.3948144618,0.0335034202399205,40,2019
"82",3,28867.2359772837,0.367227543004596,1,1980
"83",3,26332.8289225888,0.258472922111935,2,1981
"84",3,20953.353016862,0.45073691289635,3,1982
"85",3,17515.1869657904,0.547587234763082,4,1983
"86",3,11707.7405462345,0.702765481244017,5,1984
"87",3,8834.23457290957,0.821787819460097,6,1985
"88",3,6200.97855520493,0.448294505231044,7,1986
"89",3,5421.91933190128,0.53191867257291,8,1987
"90",3,4627.43339155209,0.519415469328677,9,1988
"91",3,4146.34495781449,0.366297936799065,10,1989
"92",3,4868.92544751139,0.424123333812163,11,1990
"93",3,5647.9668012016,0.400283580630358,12,1991
"94",3,7063.11498192793,0.45785612426994,13,1992
"95",3,7379.05074899106,0.503639478603288,14,1993
"96",3,6942.2016968566,0.595381331757771,15,1994
"97",3,7929.45290699735,0.405941712034007,16,1995
"98",3,8321.36304808313,0.297689453177413,17,1996
"99",3,7901.30168829229,0.362399340360571,18,1997
"100",3,8229.80738075986,0.301151214615622,19,1998
"101",3,9128.10318731037,0.236779382855925,20,1999
"102",3,12388.9260761855,0.197358205658866,21,2000
"103",3,12687.7197395338,0.241347865855912,22,2001
"104",3,9906.01461481655,0.282899414033762,23,2002
"105",3,7025.53438671778,0.261185508267784,24,2003
"106",3,6160.05181826695,0.249441373377649,25,2004
"107",3,5681.28841207795,0.163382071458958,26,2005
"108",3,6225.31371862304,0.168218543535735,27,2006
"109",3,7607.71910094524,0.108453694330669,28,2007
"110",3,10100.3806657955,0.134207676905165,29,2008
"111",3,12255.0309026822,0.125602783307346,30,2009
"112",3,13653.1861774077,0.120714523557117,31,2010
"113",3,15002.5502610616,0.0608475462390079,32,2011
"114",3,13649.6271134916,0.0626277801720858,33,2012
"115",3,12389.7619874997,0.0584549188680709,34,2013
"116",3,15798.8177437995,0.044494557682113,35,2014
"117",3,18371.8286896075,0.0426871786712855,36,2015
"118",3,23149.067344774,0.0305882919432757,37,2016
"119",3,25713.349930541,0.0279179127674447,38,2017
"120",3,25955.179704557,0.0234598483027132,39,2018
"121",4,28886.6991368117,0.367022023904012,1,1980
"122",4,26405.2880264885,0.257740910900419,2,1981
"123",4,20958.2137909034,0.450740390560977,3,1982
"124",4,17556.0901242053,0.547068120787358,4,1983
"125",4,11702.9934919587,0.704700521264448,5,1984
"126",4,8850.32215749307,0.82678388824179,6,1985
"127",4,6206.67183399179,0.447459327045174,7,1986
"128",4,5419.57746862523,0.532632195517171,8,1987
"129",4,4622.6486615694,0.52107315342596,9,1988
"130",4,4143.03769500322,0.366589434560928,10,1989
"131",4,4873.37598272414,0.42679628085598,11,1990
"132",4,5643.09598697011,0.401618978812385,12,1991
"133",4,7064.88594494041,0.458200426530667,13,1992
"134",4,7392.45105026875,0.504168849533536,14,1993
"135",4,6944.188840189,0.59593447099009,15,1994
"136",4,7954.10952889719,0.405836798043265,16,1995
"137",4,8338.81799401145,0.296343830575941,17,1996
"138",4,7904.55267466614,0.363152706481705,18,1997
"139",4,8237.71313681217,0.300695502395872,19,1998
"140",4,9135.96163811589,0.236625470227743,20,1999
"141",4,12422.688632886,0.19680488956624,21,2000
"142",4,12737.3067358121,0.240239900592672,22,2001
"143",4,9948.52612720243,0.281261198062304,23,2002
"144",4,7033.42572247687,0.260537776780507,24,2003
