"","peel","SSB","F","index","year"
"115",3,23501.456509624,0.0608602173655177,34,2013
"116",3,33935.0986611553,0.040909614287263,35,2014
"117",3,36639.1773435204,0.0436483930572552,36,2015
"118",3,48834.6376800941,0.0291984693682403,37,2016
"119",3,51135.8362010517,0.0274628027010594,38,2017
"120",3,56847.3749014302,0.0211103555808133,39,2018
"121",4,60205.0209747192,0.353610653599298,1,1980
"122",4,55414.888162044,0.241670439041598,2,1981
"123",4,39468.7100265264,0.483447798249515,3,1982
"124",4,37394.03747075,0.46958174269401,4,1983
"125",4,23404.889499785,0.684288702201015,5,1984
"126",4,18313.6023100244,0.712712655241395,6,1985
"127",4,13229.1497423119,0.412583827178803,7,1986
"128",4,11537.9256130007,0.501589890215903,8,1987
"129",4,10341.4119196222,0.4622933845985,9,1988
"130",4,8786.86477339734,0.359376097926135,10,1989
"131",4,11556.9644980225,0.390057397743689,11,1990
"132",4,11363.0771850559,0.420050526624903,12,1991
"133",4,14308.0025343192,0.467825581684058,13,1992
"134",4,16368.0526557215,0.486724174435222,14,1993
"135",4,17479.9702470519,0.503707494178328,15,1994
"136",4,18477.2635796461,0.33057876990978,16,1995
"137",4,18069.838310638,0.263170471516741,17,1996
"138",4,15546.8403664571,0.340365742677856,18,1997
"139",4,16893.2010414665,0.311832905997792,19,1998
"140",4,18285.9703605726,0.258043608123127,20,1999
"141",4,26465.898015882,0.181628343714462,21,2000
"142",4,28194.6659940528,0.206887381732817,22,2001
"143",4,23488.1328199895,0.226757234798566,23,2002
"144",4,15669.4242419109,0.22383568902048,24,2003
"145",4,13515.5747101529,0.201045111390972,25,2004
"146",4,11777.0528820674,0.148809811229932,26,2005
"147",4,14900.185265251,0.138521551131779,27,2006
"148",4,15775.7095999147,0.097226316772136,28,2007
"149",4,21115.4720697864,0.121816724480903,29,2008
"150",4,25333.9408140908,0.113195465514974,30,2009
"151",4,27862.1007885499,0.112175685046183,31,2010
"152",4,34074.3143789606,0.0523037595635135,32,2011
"153",4,29354.7210487273,0.0580611679416333,33,2012
"154",4,23454.515439017,0.0604644578235254,34,2013
"155",4,33745.6036723043,0.0408930328537131,35,2014
"156",4,35895.5678452219,0.0447258384916388,36,2015
"157",4,47586.0842180258,0.030218089590255,37,2016
"158",4,48968.6592311786,0.0294703182761509,38,2017
"159",5,60332.1808668099,0.352151584405744,1,1980
"160",5,55595.8738652366,0.239902280665635,2,1981
"161",5,39514.4075206906,0.480516001915197,3,1982
"162",5,37477.9470176138,0.466075536848749,4,1983
"163",5,23398.1786304812,0.678958477665811,5,1984
"164",5,18336.2463712239,0.715237833683359,6,1985
"165",5,13251.7901316587,0.411189172091718,7,1986
"166",5,11552.4361084844,0.499482334193264,8,1987
"167",5,10358.9844253895,0.461286340448338,9,1988
"168",5,8801.1603381051,0.355207275292041,10,1989
"169",5,11583.8794295787,0.389848385317535,11,1990
"170",5,11371.3619718041,0.417963555791164,12,1991
"171",5,14329.6919003655,0.466810997950254,13,1992
"172",5,16401.1214986497,0.489455387356703,14,1993
"173",5,17541.8396970687,0.506284415329414,15,1994
